ID,TITLE,URL,PUBLISHER,CATEGORY,STORY,HOSTNAME,TIMESTAMP
80816,Cheaper Valuation and Lingering Political Risks Will Support Gold Prices,http://news.sharpspixley.com/article/cheaper-valuation-and-lingering-political-risks-will-support-gold-prices/195907/,Sharps Pixley Ltd,b,dW-D6tlXZlm5iYMB7c6R8hp5mkTcM,news.sharpspixley.com,1396433027749
75154,Pharrell signs on as 'Voice' coach,http://www.wcnc.com/entertainment/Pharrell-signs-on-as-Voice-coach-253291891.html,WCNC,e,d-uxkHZ38ZqRlKMsWKw2-OCwWQj3M,www.wcnc.com,1396353588470
98761,Adrian Mole author Sue Townsend dies aged 68,http://english.ahram.org.eg/NewsContent/2/9/98824/World/International/Adrian-Mole-author-Sue-Townsend-dies-aged-.aspx,Ahram Online,e,dne63vy07RoJBaMwPWo6T_BWmQNOM,english.ahram.org.eg,1397238773571
329497,"Smelly, Agitated Shia LaBeouf Wants To “Ruin The Career” Of “Fag” Cop Who  ...",http://www.queerty.com/smelly-agitated-shia-labeouf-wants-to-ruin-the-career-of-fag-cop-who-arrested-him-20140627,Queerty,e,dhvGC015ln_PFNMmp6wet54rfJZ7M,www.queerty.com,1403940382807
165119,Amazon Will Now Offer HBO Content For Prime Customers,http://www.businessinsider.in/Amazon-Will-Now-Offer-HBO-Content-For-Prime-Customers/articleshow/34120653.cms,Businessinsider India,e,dtPJ_yEJyP562VM8mO1A1iNWktFJM,www.businessinsider.in,1398469296827
272060,"Saudi Arabia says one man positive for MERS, another two dead",http://nvonews.com/saudi-arabia-says-one-man-positive-for-mers-another-two-dead/,Northern Voices Online,m,d0SkG8Oy1NbwOUMAHvuIWRQ8MJ6SM,nvonews.com,1401839614610
16228,Auto Makers Post February EU Gains,http://english.capital.gr/News.asp\?id=1977158,Capital.gr \(press release\),b,dP4BcEYmhTFmm6MsVBiGs6LMjkveM,english.capital.gr,1395156138000
116780,Zebra Tech snaps up Motorola unit,http://www.itweb.co.za/index.php\?option=com_content&amp;view=article&amp;id=111813:Zebra-Tech-snaps-up-Motorola-unit&amp;catid=72,ITWeb,b,dM-im-JNw4JjmeMinnYwPfFTvrrBM,www.itweb.co.za,1397575896773
253467,The problem with the 'right to be forgotten',http://www.leaderpost.com/news/problem+with+right+forgotten/9877258/story.html,Regina Leader-Post,t,d7kEDLh-TQs6wsMq0LSxfpoBxSEeM,www.leaderpost.com,1401164903966
200066,South East Asia faces renewed unity test as tensions spike,http://main.omanobserver.om/\?p=79700,Oman Daily Observer,b,dbwSw1NPh65LnIMiYVYCVxHwGhNIM,main.omanobserver.om,1399685862125
280335,Music video by man stranded in airport goes viral,http://www.newsday.com/news/nation/richard-dunn-shoots-all-by-myself-iphone-music-video-at-las-vegas-airport-1.8429650,Newsday,e,d9avpal5BOVB7UMjvAFRqaOd8pacM,www.newsday.com,1402683728146
411309,Boseman electric as the lightning bolt Brown,http://www.staradvertiser.com/features/featuresstories/20140801__Boseman_electric_as_the_lightning_bolt_Brown.html\?id=269498661,Honolulu Star-Advertiser,e,dugSv1g7vDJAXLMNaK4ENRrU2MKOM,www.staradvertiser.com,1406936733053
30295,New Samsung UHD TVs offer more 4K content and lower starting prices,http://www.consumerreports.org/cro/news/2014/03/new-samsung-uhd-tvs-offer-more-4k-content-and-lower-starting-prices/index.htm,ConsumerReports.org,t,dsVj9U37RHM4ulMkL4ww_Jv2nOI4M,www.consumerreports.org,1395509103031
225319,Lukewarm Response to AIDS in Manipur,http://kanglaonline.com/2014/05/lukewarm-response-to-aids-in-manipur/,KanglaOnline,m,dqWrOPTITQswXCMfyTH7l8uibxu2M,kanglaonline.com,1400590195209
398071,House Advances Bill To Bring Better Sunscreens to U.S. Market,http://www.ewg.org/release/house-advances-bill-bring-better-sunscreens-us-market,Environmental Working Group,m,dqcyRjuyAv2prKMGev7tAgPWF6yjM,www.ewg.org,1406672491201
305895,Smartphones running BB10 OS to come pre-loaded with Amazon Appstore for  ...,http://austriantribune.com/informationen/143912-smartphones-running-bb10-os-come-pre-loaded-amazon-appstore-android,Austrian Tribune,b,d4u8QWydBNJvh7MnqeUC3nuVpglWM,austriantribune.com,1403191971107
318601,The New Updates to Google Glass,http://dailygadgetry.com/new-updates-google-glass/3906,Daily Gadgetry,t,dchbdEJhKYNpXFMVS9iuo1Rq14RGM,dailygadgetry.com,1403786668595
66415,MARKET SNAPSHOT: US Stocks End Week With Losses,http://english.capital.gr/News.asp\?id=1984112,Capital.gr \(press release\),b,d0e3PGP3gr9xMSMXz9aoELDst31AM,english.capital.gr,1396179549902
215503,Star Wars: Episode 7 officially kicks off production,http://www.inentertainment.co.uk/20140516/star-wars-episode-7-officially-kicks-off-production/,In Entertainment,e,dXQx0Hai6zlpPcMHtYTA3Q1w826rM,www.inentertainment.co.uk,1400396295364
392619,National Roundup: Facebook adds Buy button to capture impulse purchases,http://www.bizjournals.com/columbus/morning_call/2014/07/national-roundup-facebook-adds-buy-button-to.html,Columbus Business First,t,djK4ZNddYtHD2MM9VuksoiljY9UQM,www.bizjournals.com,1405712150561
243557,These Are The Best Parts Of 'X-Men: Days of Future Past',http://www.huffingtonpost.com/2014/05/23/x-men-days-of-future-past-review_n_5381255.html,Huffington Post,e,dCYTHYpBD0COOBMEokBOaQ6-LdPvM,www.huffingtonpost.com,1400879041954
307610,Alstom approves GE's USD 17 billion offer to buy its power biz,http://www.deccanherald.com/content/415393/alstom-approves-ge039s-usd-17.html,Deccan Herald,b,d1a1IIfiPMpFXEM0ReWPpcyvnBu6M,www.deccanherald.com,1403535745346
247707,Woman In Coma Gives Birth To Healthy Boy At UCSF,http://sanfrancisco.cbslocal.com/2014/05/22/pregnant-woman-in-coma-gives-birth-to-healthy-boy-at-ucsf/,CBS Local,m,d2tMML_ItqtqOiMSOCQpcVJ_3zi8M,sanfrancisco.cbslocal.com,1400941154676
43875,EPA: Oil spill affects half-mile of Lake Michigan,http://www.heraldtimesonline.com/news/state/epa-oil-spill-affects-half-mile-of-lake-michigan/article_9006cc16-0fc6-5521-ab11-d8255a8be66e.html,The Herald-Times \(subscription\),b,dDdruKlVCmh0sLMAA5eGYdo_wAm_M,www.heraldtimesonline.com,1395824394684
365661,Review: 'True Blood' Season 7 Episode 3 'Fire In The Hole' Commits to Arbitrary  ...,http://www.indiewire.com/article/review-true-blood-season-7-episode-3-fire-in-the-hole-commits-to-arbitrary-murder-20140707,Indie Wire,e,dOlPX7cXNUTt5yMt55WDrm3t5nvPM,www.indiewire.com,1404765033942
284513,"VIDEO: Gov. Christie Dances his Way into Late Night, Challenges Clinton to  ...",http://fox40.com/2014/06/13/the-evolution-of-dad-dancing-w-jimmy-fallon-gov-chris-christie/,KTXL,e,dCj53vG5YkKiD8Mlpa5T0HF1mm49M,fox40.com,1402751793412
137223,Japan to continue research whaling in Pacific,http://www.globalpost.com/dispatch/news/afp/140418/japan-continue-research-whaling-pacific,GlobalPost,t,dBlg8M1Tc52iJXMUO86uQ6UJqxC7M,www.globalpost.com,1397891565266
343609,"America Has a Painkiller Problem, CDC Says",http://time.com/2946604/america-has-a-painkiller-problem/,TIME,m,dc2hk5wd7HIkM_MipuXGFwMCOdJ6M,time.com,1404262553489
240630,"Jay Z, Beyonce to perform at Kanye West, Kim Kardashian's wedding",http://indiatoday.intoday.in/story/jay-z-beyonce-kanye-west-kim-kardashian-wedding/1/363082.html,India Today,e,d8q1z_72a88XPjMZzOWCXKwWonZgM,indiatoday.intoday.in,1400830430474
19877,NFL Wants $16.6 Million for M.I.A.'s Super Bowl Bird,http://www.billboard.com/biz/articles/news/legal-and-management/5937655/nfl-wants-166-million-for-mias-super-bowl-bird,Billboard,e,dXFy44ZHAHulrFM1kGkjd8Iu1IWFM,www.billboard.com,1395167443448
286644,Phantom Dust for Xbox One announced but release date still unconfirmed,http://tehranchronicle.com/phantom-dust-for-xbox-one-announced-but-release-date-still-unconfirmed/9613/,Tehran Chronicle,t,dLdfcdosLEZZrvM3cH3wyYoJGsowM,tehranchronicle.com,1402805768566
215772,Barbara Walters bids 'a bientot' in swansong telecast,http://www.globalpost.com/dispatch/news/afp/140517/barbara-walters-bids-bientot-swansong-telecast,GlobalPost,e,dF8hkLYgN22ggAMo3hUbbsDpFXowM,www.globalpost.com,1400398751147
223266,Cursed? Teen gets $200 ticket for playground profanity,http://www.wvec.com/news/259839371.html,WVEC.com,m,d3pcepkWghu0D_MhPM0ycavO_JN5M,www.wvec.com,1400535742462
370698,Scientists Are Getting Closer to a Blood Test for Alzheimer's,http://time.com/2963692/alzheimers-disease-blood-test/,TIME,m,dBQZfqk1RWfROiMEwKZTveCG-dmqM,time.com,1404851432329
402728,Online Dating Secrets to Being More Desirable,https://news.yahoo.com/blogs/nightline-fix-abc-news/online-dating-secrets-being-more-desirable-135605370.html,Yahoo News \(blog\),t,dgE8cYY7x6Pb6qMjb1AcflaZqJStM,news.yahoo.com,1406791184901
29564,"Symantec ditches its CEO, shares suffer",http://www.cityindex.co.uk/market-analysis/market-news/26278372014/symantec-ditches-its-ceo-shares-suffer/,City Index,b,dOYMWGWTc9yK85MZhujYJCZknTHFM,www.cityindex.co.uk,1395506337920
119251,"The Voice recap: Decisions, decisions 0",http://www.lfpress.com/2014/04/14/the-voice-recap-decisions-decisions,London Free Press,e,dSGXVmwg5MvGntMp2_5WslYAhaV-M,www.lfpress.com,1397591245627
148146,"Jack White careens through new track, 'Lazaretto'",http://www.hitfix.com/news/jack-white-careens-through-new-track-lazaretto,HitFix,e,diwG3h811VsinuMiJ4J66iyW89yiM,www.hitfix.com,1398170298498
53356,"Conscious Uncoupling: Oh, Gwyneth",http://www.webpronews.com/conscious-uncoupling-say-what-2014-03,WebProNews,e,dQQDUh_eqYkkA5MQTCOY1wWllgFnM,www.webpronews.com,1395958547094
357205,Pound Climbs to 21-Month High Versus Euro as Construction Jumps,http://www.bloomberg.com/news/2014-07-02/pound-rises-to-21-month-high-versus-euro-as-construction-jumps.html,Bloomberg,b,d4CAA3sZwGJo-lMLgwwsVuqKsBvVM,www.bloomberg.com,1404520741520
394438,Tokyo stocks close up 0.57pc at new six-month high,http://thepeninsulaqatar.com/news/latest-news/293494/tokyo-stocks-close-up-0-57pc-at-new-six-month-high,Peninsula On-line,b,d9dnjPT61u7WTZMeqaAFrAwZm0sbM,thepeninsulaqatar.com,1406641649932
416905,"'Breaking Bad,' 'Modern Family' dominate Emmys",http://www.ntd.tv/en/news/entertainment/20140826/199333-39breaking-bad39-39modern-family39-dominate-emmys.html,New Tang Dynasty Television,e,d2LxWS4xyQOBC5MAGGJIvys2PitlM,www.ntd.tv,1409032725432
21274,"Yen retreats, euro flat in London",http://www.brecorder.com/money-a-banking/198/1163589/,Business Recorder,b,dr_9dz3HbXAbfbMbFMCvyN2YZQsjM,www.brecorder.com,1395231455984
130596,Jay Z Festival To Be Held Simultaneously In Two Cities,http://www.dropoutuk.com/news/12885/jay-z-festival-to-be-held-simultaneously-in-two-cities.html,Dropout UK,e,dBB_fEH6Hr1wKVMPZ4Zmbf_PR-uZM,www.dropoutuk.com,1397776213152
189192,New cousin of T Rex discovered,http://timesofindia.indiatimes.com/home/science/New-cousin-of-T-Rex-discovered/articleshow/34759952.cms,Times of India,t,drp0_g01Sim5WoMbQMsEbwJMMXNXM,timesofindia.indiatimes.com,1399502061891
403483,Lots of new images from Marvel's Guardians of the Galaxy,http://www.flickeringmyth.com/2014/07/lots-new-images-marvels-guardians-galaxy.html,Flickering Myth \(blog\),e,dJaq1hJpq79zlGMtLN51rUCK3tTnM,www.flickeringmyth.com,1406796565097
67237,'Game of Thrones' Season 4 Spoilers Preview Jon Snow and Ygritte Romance  ...,http://www.beautyworldnews.com/articles/8424/20140326/game-of-thrones-season-4-spoilers-preview-jon-snow-and-ygritte-romance-as-premiere-date-for-episode-1-nears-hot-cast-member-kit-harington-talks-going-full-frontal-and-even-darker-on-hbo-show.htm,Beauty World News,e,dNfnsdLDHC55iVMOPEvPPc6nRh9bM,www.beautyworldnews.com,1396183838595
6869,"SXSW 2014: Showcasing the LA scene in Austin, Texas","http://www.latimes.com/entertainment/music/posts/la-et-ms-sxsw-la-bands-20140311,0,7566520.story\?track=rss&amp;utm_source=feedburner&amp;utm_medium=feed&amp;utm_campaign=Feed%3A+latimes%2Fmostviewed+(L.A.+Times+-+Most+Viewed+Stories)",Los Angeles Times,e,dklmKZTnFlHG1CMpmxy3lgzNaa5pM,www.latimes.com,1394606927276
297748,Investors seek reassurance from US Fed as Iraq looms,http://www.financialexpress.com/news/investors-seek-reassurance-from-us-fed-as-iraq-looms/1260874,Financial Express,b,dCjEaWnxV1r66AMjizIHKeoAr3jpM,www.financialexpress.com,1403070660387
400840,Boeing to assemble 787-10 exclusively in SC,http://www.gsabusiness.com/news/52070-boeing-to-assemble-787-10-exclusively-in-s-c\?rss=0,GSA Business,b,dWwpEduMQQLu8VMJHP-1jL0h6xvfM,www.gsabusiness.com,1406773342299
184628,Dodge to be muscle brand with supercharged Hemi V-8,http://www.stevenspointjournal.com/usatoday/article/8747209,Stevenspointjournal,b,dgpGwokH5i7z49MfjElP-TsDJGz8M,www.stevenspointjournal.com,1399431864873
129806,Andre Johnson Suicide Attempt Fail: Rapper Affiliated With Wu-Tang Clan Cuts  ...,http://www.jobsnhire.com/articles/9477/20140417/andre-johnson-suicide-attempt-fail-rapper-affiliated-wu-tang-clan.htm,Jobs \& Hire,e,dOA99AYk7RESI8MuUgFgBFmXnPzXM,www.jobsnhire.com,1397771187525
158712,Saudi virologist says MERS vaccine to come in 6 months,http://www.shanghaidaily.com/article/article_xinhua.aspx\?id=214494,Shanghai Daily \(subscription\),m,dGRmxzrTxPsoibMBs8J2MyAYryhqM,www.shanghaidaily.com,1398350597442
184236,1st American MERS patient may leave hospital soon,http://www.elkharttruth.com/news/indiana/2014/05/05/1st-American-MERS-patient-may-leave-hospital-soon.html,The Elkhart Truth,m,diWrAB53SgTtVBMav6XY5MoTvogzM,www.elkharttruth.com,1399388808996
110207,First in series of lunar eclipses Monday night,http://heraldnet.com/article/20140413/NEWS01/140419555/First-in-series-of-lunar-eclipses-Monday-night,HeraldNet,t,drqXq2JHkjpBbiM9aDBeAgNzvTyoM,heraldnet.com,1397455825755
195171,Things Are Awkward In The First Maleficent Clip,http://www.empireonline.com/news/story.asp\?NID=40973,Empire Online,e,dSK9w1sX3_u4D4MgvroyRJ-CcxxAM,www.empireonline.com,1399574504879
365442,"'The Garth Brooks ship leaves tonight', but city manager won't budge on  ...",http://www.thejournal.ie/garth-brooks-city-manager-1558710-Jul2014/,thejournal.ie,e,dKO4uIaZWld01xM5J_oY4pM4J1mrM,www.thejournal.ie,1404763764284
328470,"The Leftovers, Tom Perrotta's dark tale, debuts on TV",http://www.cbc.ca/news/arts/the-leftovers-tom-perrotta-s-dark-tale-debuts-on-tv-1.2687528,CBC.ca,e,dKGFxWtzW3IBZ7M_GPpDQLuufeu9M,www.cbc.ca,1403932405979
267207,IATA cuts 2014 profit forecast for global airlines,http://www.ifamagazine.com/news/iata-cuts-2014-profit-forecast-for-global-airlines-299983,IFA Magazine,b,dvOCJcFbRib3qfMf-i8Phns5Do-gM,www.ifamagazine.com,1401801042111
309649,White House Orders Agencies to Develop National Strategy on Pollinator Health,http://www.bna.com/white-house-orders-n17179891484/,Bloomberg BNA,t,d2Q1X2-Bgs1ndbMNIKJknN2QsaMIM,www.bna.com,1403557528038
239947,Paul McCartney recovering from virus that caused him to cancel tour in Japan,http://www.greenfieldreporter.com/view/story/da916ae5f1dd4cf790bedce42310fde9/AP--US-People-Paul-McCartney,Greenfield Daily Reporter,e,dD_F96KX2Lm75AMNs7oYSpwcIqE1M,www.greenfieldreporter.com,1400827758802
358457,"Megan Fox Joins Instagram, Posts Selfie Without Makeup: Picture",http://www.usmagazine.com/celebrity-beauty/news/megan-fox-joins-instagram-posts-selfie-without-makeup-picture-201437,Us Magazine,e,d8mzn_qu8Srn0FMqgBUePIBm8uXMM,www.usmagazine.com,1404531626533
72683,New Michael Jackson Album Coming Soon,http://www.ebony.com/black-listed/entertainment-culture/new-michael-jackson-album-coming-soon-981,EBONY.com,e,dWVz0a_fhscfrkM_Zb_ntDWoaJz_M,www.ebony.com,1396293217106
321729,FDA Warns Of Severe Side Effects In Popular Acne Products,http://www.law360.com/articles/551909/fda-warns-of-severe-side-effects-in-popular-acne-products,Law360 \(subscription\),m,dYGGMzmob8od0sM8H5RvrduyqHcjM,www.law360.com,1403807947106
10123,NSA posed as Facebook to infect computers with malware,"http://www.latimes.com/business/technology/la-fi-tn-nsa-posing-facebook-malware-20140312,0,3491724.story",Los Angeles Times,t,d-wxvOPmVk7r-mM6wAwRt9VgSqFuM,www.latimes.com,1394714867411
326996,Hong Kong lawyers launch black-suited protest against 'interference' from Beijing,http://www.rawstory.com/rs/2014/06/27/hong-kong-lawyers-launch-black-suited-protest-against-interference-from-beijing/,Raw Story,b,dyooabvw8Qd1thMCZp2z6LZ7f0w8M,www.rawstory.com,1403922394181
242145,eBay Data Breach Fallout: Is This The New Norm For Online Consumers?,http://www.ibtimes.com/ebay-data-breach-fallout-new-norm-online-consumers-1588962,International Business Times,t,dCqQPraQpHD69nMnHMXjSF9l2g9aM,www.ibtimes.com,1400867154542
395615,See the Tension-Filled 'Hunger Games: Mockingjay' Teaser Trailer,http://blogs.wsj.com/speakeasy/2014/07/28/hunger-games-mockingjay-teaser-trailer/,Wall Street Journal \(blog\),e,d2kmTy2cAOAcWBM8sLeANqejP16IM,blogs.wsj.com,1406652676447
354211,Facebook's 'Social Experiment' Triggers Public Outcry,http://www.sci-tech-today.com/story.xhtml\?story_id=003000005ZVC,Sci-Tech Today,t,dLRPtY5PNipfZqMwI3auWymzRq7CM,www.sci-tech-today.com,1404457998509
188442,"A Rare Day for Stocks: Dow Jumps, Nasdaq Slumps",http://blogs.wsj.com/moneybeat/2014/05/07/a-rare-day-for-stocks-dow-jumps-nasdaq-slumps/,Wall Street Journal \(blog\),b,dLk5lXf7Y0AdlTMjdc4aTiT-3Z22M,blogs.wsj.com,1399497353066
199282,'Neighbors' smarter than most college movies,http://www.seacoastonline.com/articles/20140509-ENTERTAIN-405090309,Seacoastonline.com,e,dc_OaEEC6ud0QBMnVr3QrHqcYOq8M,www.seacoastonline.com,1399639698262
315381,Pilot mismanagement to blame for Asiana crash,http://www.ecns.cn/2014/06-25/120819.shtml,ecns,b,deigsQuEj4RZW3M_TqkzwLBT_oUTM,www.ecns.cn,1403705315605
127397,Severe 'allergic reaction' lands Miley Cyrus in Kansas hospital,http://voxxi.com/2014/04/16/miley-cyrus-hospitalized/,VOXXI,e,dhV1nkapfVp8ejMfdBzhUjCEJ1WiM,voxxi.com,1397716272507
23287,Is a live-action The Little Mermaid film on the way?,http://uk.movies.yahoo.com/live-action-little-mermaid-film-way-001600418.html,Yahoo Movies UK,e,dzJmUXM-2N2OgkMjsZIJUMRkCUVVM,uk.movies.yahoo.com,1395239214823
205862,"'Gotham' leads Fox's new schedule, with 'Idol' being cut back",http://www.ottawacitizen.com/entertainment/Gotham+leads+Foxs+schedule+network+seeks+rebound/9830275/story.html,Ottawa Citizen,e,ddxL5oBTeiLoSVMItVzS8bHRwjQ0M,www.ottawacitizen.com,1399917821608
302558,UPDATE 1-Bank of England's Miles sees strong chance rates will rise before  ...,http://in.reuters.com/article/2014/06/17/bankofengland-interest-rate-idINL5N0OY1O920140617,Reuters,b,dDNSJ9VxymrVDZMIPloMon5kCxRnM,in.reuters.com,1403121254284
367317,Seattle City Council Repeals Its Ordinance Regulating Rideshare Companies  ...,http://www.thestranger.com/slog/archives/2014/07/07/seattle-city-council-repeals-its-ordinance-regulating-rideshare-companies-like-uberx-and-lyft,TheStranger.com,b,dsC_APvc_4_dkWM2OcpiPSFN8QyrM,www.thestranger.com,1404820126249
77939,GM's Barra: We don't know what went wrong,http://money.cnn.com/2014/03/31/news/companies/gm-barra-testimony/,CNNMoney,t,dfff6ZjVZYdHTmMan_dkacVQU1RNM,money.cnn.com,1396374320086
17503,"The Next Apple TV Is Likely To Focus On Gaming, Be The Size Of A Google  ...",http://appadvice.com/appnn/2014/03/the-next-apple-tv-is-likely-to-focus-on-gaming-be-the-size-of-a-google-chromecast,AppAdvice,t,dJQbMcJMikNPqBMYRWteaWPy6-izM,appadvice.com,1395160748253
35187,Mortgage Rates Benefiting From Trouble In Ukraine,http://www.virtual-strategy.com/2014/03/16/mortgage-rates-benefiting-trouble-ukraine,Virtual-Strategy Magazine \(press release\),b,d8lMQM3qklgcOQM7vuYRzibQ5gNPM,www.virtual-strategy.com,1395617523650
368001,"Sony Xperia C3 ""Selfie Phone"" Confirmed With 5MP Front Camera, August  ...",http://www.knowyourmobile.com/mobile-phones/sony-xperia-c3/22362/sony-xperia-c3-selfie-phone-confirmed-5mp-front-camera-august,Know Your Mobile,t,d5nWkuuINLvyOvMJsEqBE_4JTJmjM,www.knowyourmobile.com,1404826274035
95889,"Amazon CEO Jeff Bezos gives update on online retailer's drone, grocery  ...",http://www.tribtown.com/view/story/2f013ac027904f9b8fca443b93179eea/US--Amazon-Shareholder-Letter,The Tribune,b,drMmJPK1QPQS1IMOwq-IdOSqAP-OM,www.tribtown.com,1397223993540
10869,Kim Kardashian flaunts post-baby body in Kylie Jenner's bikini - photo,http://www.reveal.co.uk/showbiz-celeb-gossip/news/a557300/kim-kardashian-flaunts-post-baby-body-in-kylie-jenners-bikini-photo.html,Reveal,e,dgrugNy8JhKGJpM4mzHwu-gX3uV9M,www.reveal.co.uk,1394717928678
125008,Alibaba Posts 5th Straight Quarterly Profit Gain Ahead Of Imminent IPO,http://www.valuewalk.com/2014/04/alibaba-posts-5th-straight-quarterly-profit-gain/,ValueWalk,b,dw8S5c0f3hcW4BMfCLSoYGeKP8HYM,www.valuewalk.com,1397704369038
235584,Weed Firm Tops iOS Charts,http://www.ign.com/articles/2014/05/20/weed-firm-tops-ios-charts,IGN,t,dRPDUaMizko3KJMJzfLXkh0GYe9GM,www.ign.com,1400759593451
117214,Anhui's CPI Up 2.1%,http://english.anhuinews.com/system/2014/04/15/006392436.shtml,Anhui News,b,dyugMC18rw8FaiMJ-QTGtr9oTxPvM,english.anhuinews.com,1397578220971
260516,Get these Watch Dogs PC drivers for even better performance,http://www.vg247.com/2014/05/27/watch-dogs-pc-driver-nvidia-amd-for-even-better-visuals/,VG247,t,dnxw1-4xE2j_8HMveQCxVF2Y5eNQM,www.vg247.com,1401293667063
133842,Google Wants Potential Explorers To Try Glass On At Home Before They Purchase,http://www.androidheadlines.com/2014/04/google-wants-potential-explorers-try-glass-home-purchase.html,Android Headlines - Android News,t,d_LS-Ex3R_Qui_MpWEl0E97-Kk34M,www.androidheadlines.com,1397831676030
